1.75,0.45,0.2,1,1000,0.1048,1.09,0.82,0.09367024
1.75,0.45,0.2,1,500,0.0537,1.01,0.81,0.04393197
1.75,0.45,0.2,1,300,0.0313,0.97,0.81,0.02459241
1.75,0.45,0.2,1,200,0.0193,0.91,0.75,0.01317225
1.75,0.45,0.2,1,100,0.01,0.88,0.74,0.006512
1.75,0.45,0.2,2,1000,0.111,1.08,0.83,0.0995004
1.75,0.45,0.2,2,500,0.0543,0.99,0.8,0.0430056
1.75,0.45,0.2,2,300,0.031,0.96,0.81,0.0241056
1.75,0.45,0.2,2,200,0.0195,0.92,0.74,0.0132756
1.75,0.45,0.2,2,100,0.0107,0.85,0.73,0.00663935
1.53,0.2,0.43,1,400,0.058,0.775,0.72,0.032364
1.53,0.2,0.43,2,400,0.0337,0.662,0.77,0.017178238
1.53,0.2,0.63,2,400,0.0633,0.873,0.61,0.033709149
1.53,0.2,0.43,2,200,0.0277,0.81,0.496,0.011128752
1.53,0.2,0.43,2,400,0.0526,0.84,0.526,0.023240784
1.75,1.49,-0.44,3,200,0.0356,0.84,0.62,0.01854048
1.75,1.49,-0.44,3,400,0.06545,0.87,0.606,0.034506549
1.75,1.49,-0.44,3,800,0.12608,0.92,0.658,0.076323789
1.75,1.49,-0.44,3,1000,0.17782,0.94,0.664,0.110988131
1.75,1.49,-0.44,2,200,0.02776,0.87,0.631,0.015239407
1.75,1.49,-0.44,2,400,0.05338,0.89,0.641,0.030452756
1.75,1.49,-0.44,2,800,0.09473,0.92,0.629,0.054818356
1.75,1.49,-0.44,2,1000,0.12644,0.93,0.634,0.074551553
1.53,0.2,0.63,2,810,0.121,0.871,0.768,0.080940288
1.53,0.2,0.63,2,860,0.12,0.867,0.773,0.08042292
1.53,0.2,0.63,2,910,0.125,0.87,0.78,0.084825
1.53,0.2,0.43,2,400,0.055,0.83,0.691,0.03154415
1.91,0.5,0.61,1,1000,0.13,0.64,0.63,0.052416
1.53,0.2,0.48,1,400,0.062,0.871,0.583,0.031483166
1.53,0.2,0.63,2,1000,0.129,0.858,0.753,0.083343546
1.53,0.2,0.53,2,1000,0.157,0.98,0.72,0.1107792
1.53,0.4,0.33,2,1000,0.132,0.84,0.75,0.08316
1.53,0.2,0.33,2,1000,0.15,0.87,0.752,0.098136
1.53,0.2,0.63,2,555,0.0897,0.867,0.7694,0.059836161
1.53,0.2,0.63,2,538,0.0792,0.844,0.7592,0.050748572
1.53,0.2,0.63,2,492,0.0656,0.833,0.755,0.041256824
1.8,0.5,0.5,2,200,0.02273,0.785,0.75,0.013382288
1.8,0.5,0.5,2,500,0.0543,0.813,0.79,0.034875261
1.8,0.5,0.5,2,600,0.06397,0.82,0.79,0.041439766
1.8,0.5,0.5,2,1000,0.10831,0.83,0.8,0.07191784
1.8,0.5,0.5,2,1500,0.841,0.841,0.8,0.5658248
1.8,0.5,0.5,2,2000,0.855,0.855,0.8,0.58482
1.53,0.2,0.63,2,200,0.00201,0.451,0.4544,0.000411918
1.53,0.2,0.63,2,400,0.003,0.502,0.4105,0.000618213
1.53,0.2,0.43,2,200,0.02568,0.805,0.4959,0.010251443
1.53,0.2,0.43,2,400,0.04026,0.842,0.5257,0.017820662
1.3,0.5,0.2,2,1000,0.23,0.26,0.47,0.028106
1.4,0.3,0.1,2,1000,0.28,0.28,0.67,0.052528
1.53,0.2,0.33,2,100,0.01343,0.78,0.78,0.008170812
1.53,0.2,0.33,2,200,0.02572,0.82,0.79,0.016661416
1.53,0.2,0.33,2,400,0.05472,0.85,0.77,0.03581424
1.53,0.2,0.33,2,600,0.07473,0.86,0.8,0.05141424
1.53,0.2,0.33,2,800,0.09661,0.87,0.79,0.066400053
1.53,0.2,0.33,2,1000,0.1307,0.88,0.79,0.09086264
1.55,0.05,0.05,2,400,0.04519,0.86,0.73,0.028370282
1.55,0.05,0.05,2,600,0.06817,0.88,0.74,0.044392304
1.55,0.05,0.05,2,800,0.09076,0.89,0.74,0.059774536
1.55,0.05,0.05,2,1000,0.11411,0.9,0.74,0.07599726
1.55,0.05,-0.4,2,400,0.04494,0.86,0.78,0.030145752
1.55,0.05,-0.4,2,600,0.06763,0.87,0.79,0.046482099
1.55,0.05,-0.4,2,800,0.0863,0.88,0.8,0.0607552
1.55,0.05,-0.4,2,1000,0.11281,0.89,0.8,0.08032072
1.55,0.05,-0.89,2,400,0.04531,0.89,0.78,0.031454202
1.55,0.05,-0.89,2,600,0.06811,0.89,0.8,0.04849432
1.55,0.05,-0.89,2,800,0.09048,0.87,0.81,0.063761256
1.55,0.05,-0.89,2,1000,0.1135,0.9,0.81,0.0827415
1.55,0.05,-0.84,2,400,0.04636,0.86,0.81,0.032294376
1.55,0.05,-0.84,2,600,0.06946,0.87,0.81,0.048948462
1.55,0.05,-0.84,2,800,0.09207,0.88,0.81,0.065627496
1.55,0.05,-0.84,2,1000,0.11537,0.89,0.81,0.083170233
1.55,0.05,0.05,2,400,0.04948,0.9,0.72,0.03206304
1.55,0.05,0.05,2,600,0.07251,0.92,0.73,0.048697716
1.55,0.05,0.05,2,800,0.09863,0.94,0.74,0.068607028
1.55,0.05,0.05,2,1000,0.123,0.95,0.75,0.0876375
1.55,0.05,-0.4,2,400,0.05199,0.95,0.79,0.039018495
1.55,0.05,-0.4,2,600,0.0788,0.97,0.79,0.06038444
1.55,0.05,-0.4,2,800,0.1032,0.98,0.8,0.0809088
1.55,0.05,-0.4,2,1000,0.12883,0.99,0.8,0.10203336
1.55,0.05,-0.84,2,400,0.05662,0.98,0.81,0.044944956
1.55,0.05,-0.84,2,600,0.08244,0.99,0.82,0.066924792
1.55,0.05,-0.84,2,800,0.10743,1,0.82,0.0880926
1.55,0.05,-0.84,2,1000,0.13367,1.01,0.82,0.110705494
1.53,0.2,0.43,2,1000,0.147,0.779,0.465,0.053248545
1.78,0.24,0.36,2,1000,0.138,0.86,57.2,6.788496
1.53,-0.01,0.07,2,1000,0.186,0.796,0.74,0.10956144
1.53,-0.01,0.07,2,200,0.066,0.698,0.59,0.02718012
1.53,0.35,0.07,2,1000,0.13,0.6,0.5,0.039
1.53,0.35,0.07,2,200,0.058,0.645,0.41,0.0153381
1.6,0.09,-0.56,1,1000,0.1375,0.85,0.77,0.08999375
1.6,0.09,-0.56,2,400,0.0645,0.895,0.72,0.0415638
1.53,0.2,0.33,1,200,0.0306,0.81,0.68,0.01685448
1.53,0.2,0.33,1,400,0.0574,0.85,0.71,0.0346409
1.53,0.2,0.33,1,600,0.0845,0.86,0.72,0.0523224
1.53,0.2,0.33,1,800,0.111,0.87,0.73,0.0704961
1.53,0.2,0.33,1,1000,0.135,0.88,0.75,0.0891
1.53,0.2,0.63,2,500,0.074,0.8,0.46,0.027232
1.53,0.2,-0.13,2,500,0.0771,0.97,0.7,0.0523509
1.53,0.2,-0.41,2,500,0.077,0.93,0.71,0.0508431
1.53,0.2,0.63,2,1000,0.149,0.89,0.52,0.0689572
1.53,0.2,-0.13,2,1000,0.1576,0.98,0.72,0.11120256
1.53,0.2,-0.41,2,1000,0.1577,0.95,0.72,0.1078668
1.53,0.2,0.43,1,200,0.031,0.705,0.6,0.013113
1.53,0.2,0.43,1,400,0.058,0.774,0.72,0.03232224
1.53,0.2,0.43,2,200,0.028,0.659,0.63,0.01162476
1.53,0.2,0.43,2,400,0.056,0.702,0.63,0.02476656
1.9,0.24,0.96,2,1000,0.12631,1.06,0.7667,0.10265239
1.9,0.24,0.96,2,500,0.05731,1.02,0.7626,0.044578698
1.9,0.24,0.96,2,200,0.02287,0.97,0.7572,0.016797649
1.53,0.2,0.63,2,200,0.0345,0.84,0.597,0.01730106
1.53,0.2,0.63,2,400,0.0633,0.873,0.614,0.033930193
1.53,0.2,0.38,2,200,0.0333,0.866,0.7,0.02018646
1.53,0.2,0.38,2,400,0.0645,0.895,0.72,0.0415638
1.53,0.2,0.43,1,200,0.032,0.705,0.69,0.0155664
1.53,0.2,0.43,1,400,0.058,0.775,0.72,0.032364
1.53,0.2,0.43,2,200,0.028,0.659,0.63,0.01162476
1.53,0.2,0.43,2,400,0.056,0.702,0.63,0.02476656
1.75,0.45,-0.08,2,1000,0.111,1.08,0.83,0.0995004
1.75,0.45,-0.08,1,1000,0.1048,1.09,0.82,0.09367024
1.8,0.8,-0.1,2,1000,0.13,0.64,0.63,0.052416
1.53,0.2,0.43,2,1000,0.1761,0.764,0.609,0.081935104
1.6,0.22,0.3,2,1000,0.1715,0.803,0.661,0.091029285
1.63,0.25,0.35,2,1000,0.1708,0.821,0.688,0.096476038
1.7,0.4,0.39,2,1000,0.118,0.679,0.522,0.041823684
1.72,0.5,0.41,2,1000,0.0438,0.561,0.442,0.010860736
1.62,0.64,0.28,2,400,0.122,0.711,0.724,0.062801208
1.62,0.64,0.28,2,600,0.162,0.865,0.735,0.10299555
1.62,0.64,0.28,2,800,0.205,0.926,0.731,0.13876573
1.62,0.64,0.28,2,1000,0.251,0.967,0.733,0.177911561
1.53,0.2,0.43,2,1000,0.243,0.82,0.52,0.1036152
1.53,0.2,-0.4,2,1000,0.135,0.86,0.67,0.077787
1.53,0.2,0.43,2,1000,0.095,0.83,0.65,0.0512525
1.53,0.2,0.43,2,100,0.014,0.58,0.66,0.0053592
1.53,0.2,0.43,2,500,0.07,0.69,0.74,0.035742
1.59,0.5,0.29,1,200,0.0227,0.785,0.75,0.013364625
1.59,0.5,0.29,1,500,0.0543,0.813,0.79,0.034875261
1.59,0.5,0.29,1,600,0.06397,0.82,0.79,0.041439766
1.59,0.5,0.29,1,1000,0.1083,0.83,0.8,0.0719112
1.59,0.5,0.29,1,1500,0.15659,0.841,0.8,0.105353752
1.59,0.5,0.29,1,2000,0.20904,0.855,0.8,0.14298336
1.66,0.53,0.33,1,200,0.02454,0.84,0.75,0.0154602
1.66,0.53,0.33,1,500,0.05816,0.874,0.78,0.039648835
1.66,0.53,0.33,1,600,0.0698,0.879,0.79,0.048469818
1.66,0.53,0.33,1,1000,0.11846,0.899,0.8,0.085196432
1.66,0.53,0.33,1,1500,0.16454,0.916,0.8,0.120574912
1.66,0.53,0.33,1,2000,0.22175,0.936,0.8,0.1660464
1.71,0.56,0.35,1,200,0.02454,0.84,0.75,0.0154602
1.71,0.56,0.35,1,500,0.05816,0.874,0.78,0.039648835
1.71,0.56,0.35,1,600,0.0698,0.879,0.79,0.048469818
1.71,0.56,0.35,1,1000,0.11846,0.899,0.8,0.085196432
1.71,0.56,0.35,1,1500,0.16454,0.916,0.8,0.120574912
1.71,0.56,0.35,1,2000,0.22175,0.936,0.8,0.1660464
1.78,0.61,0.37,1,200,0.0238,0.868,0.73,0.015080632
1.78,0.61,0.37,1,500,0.05505,0.895,0.76,0.03744501
1.78,0.61,0.37,1,600,0.06225,0.905,0.76,0.04281555
1.78,0.61,0.37,1,1000,0.11,0.915,0.77,0.0775005
1.78,0.61,0.37,1,1500,0.15865,0.94,0.76,0.11333956
1.78,0.61,0.37,1,2000,0.2084,0.945,0.76,0.14967288
1.71,0.56,0.35,2,200,0.02337,0.834,0.78,0.015202652
1.71,0.56,0.35,2,500,0.05459,0.856,0.79,0.036915942
1.71,0.56,0.35,2,600,0.06464,0.864,0.8,0.044679168
1.71,0.56,0.35,2,1000,0.10823,0.883,0.8,0.076453672
1.71,0.56,0.35,2,1500,0.15762,0.893,0.8,0.112603728
1.71,0.56,0.35,2,2000,0.20946,0.9,0.8,0.1508112
1.78,0.61,0.37,2,200,0.0247,0.858,0.74,0.015682524
1.78,0.61,0.37,2,500,0.0568,0.878,0.76,0.037901504
1.78,0.61,0.37,2,600,0.0672,0.885,0.77,0.04579344
1.78,0.61,0.37,2,1000,0.11111,0.903,0.78,0.078259217
1.78,0.61,0.37,2,1500,0.1651,0.915,0.78,0.11783187
1.78,0.61,0.37,2,2000,0.2134,0.931,0.78,0.154966812
1.59,0.5,0.29,2,200,0.02472,0.786,0.76,0.014766739
1.59,0.5,0.29,2,500,0.0578,0.812,0.79,0.037077544
1.59,0.5,0.29,2,600,0.06876,0.817,0.8,0.044941536
1.59,0.5,0.29,2,1000,0.11664,0.831,0.81,0.07851155
1.59,0.5,0.29,2,1500,0.17016,0.844,0.81,0.116328182
1.59,0.5,0.29,2,2000,0.2239,0.848,0.81,0.153792432
1.66,0.53,0.33,2,200,0.02548,0.837,0.75,0.01599507
1.66,0.53,0.33,2,500,0.06034,0.869,0.79,0.041424013
1.66,0.53,0.33,2,600,0.07278,0.874,0.79,0.050251679
1.66,0.53,0.33,2,1000,0.12402,0.89,0.8,0.08830224
1.66,0.53,0.33,2,1500,0.17735,0.901,0.81,0.129431804
1.66,0.53,0.33,2,2000,0.23135,0.912,0.81,0.170902872
1.2,0.45,0.25,2,100,0.01376,0.67,0.66,0.006084672
1.2,0.45,0.25,2,600,0.081,0.73,0.75,0.0443475
1.2,0.45,0.25,2,1000,0.13396,0.76,0.76,0.077375296
1.2,0.45,0.47,2,100,0.0135,0.24,0.3,0.000972
1.2,0.45,0.47,2,600,0.06153,0.53,0.4,0.01304436
1.2,0.45,0.47,2,1000,0.10457,0.57,0.46,0.027418254
1.2,0.45,0.5,2,100,0.01313,0.51,0.33,0.002209779
1.2,0.45,0.5,2,600,0.06588,0.66,0.51,0.022175208
1.2,0.45,0.5,2,1000,0.10877,0.7,0.77,0.05862703
1.2,0.45,0.5,2,200,0.02367,0.58,0.37,0.005079582
1.2,0.45,0.5,2,400,0.04457,0.64,0.45,0.01283616
1.2,0.45,0.5,2,800,0.0873,0.68,0.55,0.0326502
1.2,0.45,0.5,2,200,0.02256,0.35,0.31,0.00244776
1.2,0.45,0.5,2,400,0.04221,0.49,0.35,0.007239015
1.2,0.45,0.5,2,800,0.08479,0.55,0.44,0.02051918
1.2,0.45,0.25,2,200,0.02661,0.69,0.71,0.013036239
1.2,0.45,0.25,2,400,0.05178,0.71,0.74,0.027205212
1.2,0.45,0.25,2,800,0.10773,0.74,0.76,0.060587352
1.5,0.25,0.35,2,200,0.0158,0.598,0.581,0.00548952
1.5,0.25,0.35,2,400,0.0337,0.631,0.616,0.013099055
1.8,0.55,0.45,1,200,0.0000245,0.84,0.75,0.000015435
1.8,0.55,0.45,1,500,0.000058,0.87,0.78,3.93588E-05
1.8,0.55,0.45,1,600,0.000069,0.879,0.79,4.79143E-05
1.8,0.55,0.45,1,1000,0.000118,0.899,0.8,8.48656E-05
1.8,0.55,0.45,1,1500,0.0001645,0.916,0.8,0.000120546
1.8,0.55,0.45,1,2000,0.0002217,0.936,0.8,0.000166009
1.7,0.39,0.8,2,200,0.000023,0.79,0.59,1.07203E-05
1.7,0.39,0.8,2,400,0.000029,0.8,0.56,0.000012992
1.7,0.39,0.8,2,800,0.000075,0.85,0.64,0.0000408
1.7,0.39,0.8,3,200,0.000138,0.88,0.64,7.77216E-05
1.7,0.39,0.8,3,400,0.000258,0.91,0.66,0.000154955
1.7,0.39,0.8,3,800,0.000448,0.94,0.71,0.000298995
1.53,0.2,0.43,2,200,0.0285,0.79,0.659,0.014837385
1.53,0.2,0.43,2,400,0.0555,0.83,0.691,0.031830915
2,0.6,0.7,2,200,0.02287,0.97,0.7572,0.016797649
2,0.6,0.7,2,500,0.05731,1.02,0.7626,0.044578698
2,0.6,0.7,2,1000,0.12631,1.06,0.7667,0.10265239
1.53,0.2,0.33,2,200,0.0306,0.81,0.68,0.01685448
1.53,0.2,0.33,2,400,0.0574,0.85,0.71,0.0346409
1.53,0.2,0.33,2,600,0.0845,0.86,0.72,0.0523224
1.53,0.2,0.33,2,800,0.111,0.87,0.73,0.0704961
1.53,0.2,0.33,2,1000,0.135,0.88,0.75,0.0891
1.61,0.09,0.14,1,1000,0.2754,0.901,0.76,0.188582904
1.8,0.06,0.36,1,1000,0.2754,1.028,0.768,0.217429402
1.53,0.2,0.48,2,200,0.03284,0.867,0.7,0.019930596
1.53,0.2,0.48,2,400,0.06321,0.901,0.72,0.041005591
1.53,0.2,0.63,2,200,0.03287,0.836,0.5959,0.016374927
1.53,0.2,0.63,2,400,0.06299,0.871,0.583,0.031985881
1.9,0.3,0.6,2,200,0.02838,0.68,0.606,0.01169483
1.81,0.24,0.32,2,200,0.0268,0.803,0.527,0.011341251
1.53,0.2,0.63,2,500,0.074,0.8,0.46,0.027232
1.53,0.2,0.13,2,500,0.0771,0.97,0.7,0.0523509
1.53,0.2,0.41,2,500,0.077,0.93,0.71,0.0508431
1.53,0.2,0.63,2,1000,0.1499,0.89,0.52,0.06937372
1.53,0.2,0.13,2,1000,0.1576,0.98,0.72,0.11120256
1.53,0.2,0.41,2,1000,0.1577,0.95,0.72,0.1078668
1.53,0.2,0.43,1,200,0.031,0.705,0.69,0.01507995
1.53,0.2,0.43,1,400,0.058,0.775,0.72,0.032364
1.53,0.2,0.43,2,200,0.028,0.659,0.63,0.01162476
1.53,0.2,0.43,2,400,0.056,0.702,0.63,0.02476656
1.6,0.24,0.32,2,1000,0.41,0.87,0.7102,0.25332834
1.63,0.23,0.31,2,1000,0.39,0.87,0.7446,0.25264278
1.68,0.25,0.33,2,1000,0.4,0.91,0.7865,0.286286
1.7,0.3,0.37,2,1000,0.39,0.92,0.7281,0.26124228
1.74,0.33,0.38,2,1000,0.36,0.91,0.455,0.149058
1.75,0.35,0.39,2,1000,0.14,0.87,0.3689,0.04493202
1.63,0.65,0.28,2,400,0.122,0.711,0.724,0.062801208
1.63,0.65,0.28,2,600,0.162,0.865,0.735,0.10299555
1.63,0.65,0.28,2,800,0.205,0.926,0.731,0.13876573
1.63,0.65,0.28,2,1000,0.251,0.967,0.733,0.177911561
1.5,0.25,0.48,2,200,0.0158,0.598,0.58,0.005480072
1.5,0.25,0.48,2,400,0.033,0.631,0.67,0.01395141
1.3,0.5,0.2,2,1000,0.23,0.26,0.47,0.028106
1.4,0.3,0.1,2,1000,0.28,0.28,0.67,0.052528
1.53,0.2,0.43,2,200,0.0307,0.82,0.727,0.018301498
1.53,0.2,0.43,2,400,0.0588,0.86,0.735,0.03716748
1.53,0.2,0.63,2,810,0.121,0.871,0.7685,0.080992984
1.53,0.2,0.63,2,860,0.12,0.867,0.7735,0.08047494
1.53,0.2,0.63,2,910,0.125,0.87,0.7803,0.084857625
1.64,0.64,0.28,2,800,0.205,0.926,0.731,0.13876573
1.53,0.2,0.43,2,400,0.055,0.83,0.691,0.03154415
1.53,0.33,0.4,1,1000,0.13,0.64,0.63,0.052416
1.53,0.2,0.4,2,400,0.062,0.871,0.583,0.031483166
1.53,0.2,0.63,2,1000,0.129,0.858,0.753,0.083343546
1.53,0.2,0.53,2,1000,0.157,0.98,0.72,0.1107792
1.53,0.4,0.33,2,1000,0.132,0.84,0.75,0.08316
1.5,0.25,0.25,2,1000,0.126,1.028,0.768,0.099477504
1.53,0.2,0.63,2,555,0.0897,0.86,0.79,0.06094218
1.53,0.2,0.63,2,538,0.0792,0.844,0.75,0.0501336
1.53,0.2,0.63,2,492,0.0656,0.833,0.75,0.0409836
1.53,0.2,0.63,2,200,0.00201,0.45,0.4544,0.000411005
1.53,0.2,0.63,2,400,0.003,0.502,0.4105,0.000618213
1.53,0.2,0.43,2,200,0.02368,0.805,0.4959,0.009453044
1.53,0.2,1.43,2,400,0.04026,0.842,0.5257,0.017820662
1.2,0.3,0.1,2,300,0.04844,0.928,0.684,0.030747387
1.2,0.3,0.1,2,500,0.08117,0.936,0.699,0.053106609
1.7,0.3,0.1,2,1000,0.15202,0.973,0.7345,0.108643905
1.8,0.38,0.64,2,300,0.05014,0.959,0.6974,0.033533963
1.8,0.38,0.64,2,500,0.08285,0.974,0.7188,0.058004213
1.8,0.38,0.64,2,1000,0.15279,1.028,0.7537,0.118382242
1.53,0.2,0.8,2,810,0.12,0.871,0.7685,0.08032362
1.53,0.2,0.8,2,860,0.121,0.867,0.7735,0.081145565
1.53,0.2,0.8,2,910,0.125,0.87,0.7803,0.084857625
1.53,0.19,0.19,2,800,0.205,0.926,0.731,0.13876573
1.53,0.2,0.6,2,400,0.055,0.83,0.69,0.0314985
1.9,0.5,0.6,2,1000,0.13,0.64,0.63,0.052416
1.53,0.2,0.3,2,400,0.062,0.871,0.583,0.031483166
1.53,0.2,0.8,2,1000,0.129,0.858,0.753,0.083343546
1.53,0.2,0.6,2,1000,0.157,0.98,0.72,0.1107792
1.53,0.4,0.6,2,1000,0.132,0.84,0.75,0.08316
1.8,0.6,0.2,2,1000,0.126,1.028,0.768,0.099477504
1.53,0.6,0.2,2,1000,0.15,0.87,0.752,0.098136
1.53,0.2,0.8,2,555,0.0879,0.86,0.7694,0.058162024
1.53,0.2,0.8,2,538,0.0792,0.84,0.617,0.041047776
1.53,0.2,0.8,2,492,0.0657,0.833,0.755,0.041319716
1.6,0.5,0.3,2,100,0.013,0.75,0.65,0.0063375
1.6,0.4,0.3,2,100,0.013,0.67,0.66,0.0057486
1.6,0.8,0.3,2,100,0.013,0.51,0.33,0.0021879
1.6,0.3,0.3,2,100,0.013,0.24,0.3,0.000936
1.6,0.5,0.3,2,600,0.079,0.83,0.74,0.0485218
1.6,0.4,0.3,2,600,0.081,0.73,0.75,0.0443475
1.6,0.8,0.3,2,600,0.065,0.66,0.51,0.021879
1.6,0.3,0.3,2,600,0.061,0.53,0.4,0.012932
1.6,0.5,0.3,2,1000,0.132,0.84,0.75,0.08316
1.6,0.4,0.3,2,1000,0.133,0.76,0.76,0.0768208
1.6,0.8,0.3,2,1000,0.108,0.7,0.7,0.05292
1.6,0.3,0.3,2,1000,0.104,0.57,0.57,0.0337896
1.53,0.2,0.6,2,100,0.014,0.58,0.66,0.0053592
1.53,0.2,0.6,2,500,0.07,0.69,0.74,0.035742
1.53,0.2,0.6,2,1000,0.15,0.87,0.75,0.097875
1.8,0.38,0.3,2,1000,0.4,0.87,0.7202,0.2506296
1.8,0.38,0.3,2,1000,0.39,0.87,0.7446,0.25264278
1.8,0.38,0.3,2,1000,0.4,0.91,0.7865,0.286286
1.8,0.38,0.3,2,1000,0.39,0.92,0.7281,0.26124228
1.8,0.38,0.3,2,1000,0.36,0.91,0.455,0.149058
1.8,0.38,0.3,2,1000,0.14,0.87,0.3689,0.04493202
2,0.5,0.6,2,1000,0.41,0.87,0.7102,0.25332834
1.8,0.2,0.6,2,1000,0.39,0.87,0.7446,0.25264278
1.8,0.2,0.6,2,1000,0.4,0.91,0.7865,0.286286
1.8,0.2,0.6,2,1000,0.39,0.92,0.7281,0.26124228
1.8,0.2,0.6,2,1000,0.36,0.91,0.455,0.149058
1.8,0.2,0.6,2,1000,0.14,0.87,0.3889,0.04736802
1.53,0.11,0.7,2,1000,0.171,0.809,0.65,0.08992035
1.53,-0.01,0.7,2,1000,0.186,0.796,0.74,0.10956144
1.53,0.11,0.7,2,200,0.058,0.654,0.41,0.01555212
1.53,-0.01,0.7,2,200,0.038,0.502,0.29,0.00553204
1.53,0.26,0.37,2,220,0.479,0.865,0.748,0.30992258
1.8,0.3,0.6,2,220,0.603,0.974,0.745,0.43755489
1.7,0.2,0.5,2,220,0.622,0.956,0.771,0.458461272
1.53,0.26,0.37,1,320,0.076,0.756,0.71,0.04079376
1.8,0.3,0.6,1,321,0.098,0.895,0.744,0.06525624
1.7,0.2,0.5,1,322,0.105,0.901,0.779,0.073697295
1.53,0.36,0.57,2,1000,0.147,0.779,0.46,0.05267598
1.8,0.5,0.8,2,200,0.022,0.97,0.7572,0.016158648
1.8,0.5,0.8,2,500,0.057,1.02,0.7626,0.044337564
1.8,0.5,0.8,2,1000,0.126,1.06,0.7667,0.102400452
